datetime,day of week,total,place,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies,date,time,am_pm,month,day,year
3/8/2020 12:52,Sun,21300,??,1,1,,,,,,1,,,,,1,,,,,,1,,,,,3/8/2020,12:52:00,PM,3,8,2020
3/8/2020 13:26,Sun,20300,???,1,,,,1,1,,,,,,,,,,,,1,,,,,,3/8/2020,1:26:00,PM,3,8,2020
3/8/2020 13:34,Sun,18000,????,,,,,,,,,,2,,,,,,,,,2,,,,,3/8/2020,1:34:00,PM,3,8,2020
3/8/2020 13:44,Sun,19600,??,1,1,,,,,1,,,,,,,,,,,,,,,,,3/8/2020,1:44:00,PM,3,8,2020
3/8/2020 13:48,Sun,18500,?? 1?,,,,,,,1,,2,,,,,,,1,,,,,,,,3/8/2020,1:48:00,PM,3,8,2020
3/8/2020 14:07,Sun,22300,?? 1?,1,1,,1,,,,,1,,,,,,,,,1,,,,,,3/8/2020,2:07:00,PM,3,8,2020
3/8/2020 15:18,Sun,25400,?? 2?,3,,,,,,,,,1,,,,,,,,,,1,,,,3/8/2020,3:18:00,PM,3,8,2020
3/8/2020 15:23,Sun,16100,??,2,,,,,,,,,,,,,,,,,,,1,,,,3/8/2020,3:23:00,PM,3,8,2020
3/8/2020 15:35,Sun,18300,??,1,2,,,,,,,,,,,,,,,,1,,,,,,3/8/2020,3:35:00,PM,3,8,2020
3/8/2020 16:19,Sun,14800,????,3,,,,,,,,,,,,,,,,,,,,,,,3/8/2020,4:19:00,PM,3,8,2020
3/9/2020 11:23,Mon,21300,?? 2?,1,1,,1,,,,,2,,,,,,,,,,,,,,,3/9/2020,11:23:00,AM,3,9,2020
3/9/2020 11:42,Mon,14800,?? 1?,1,,,,1,,1,,,,,,,,,,,,,,,,,3/9/2020,11:42:00,AM,3,9,2020
3/9/2020 12:16,Mon,20500,???,1,,,,,,,,,,,,,,,,,2,,1,,,,3/9/2020,12:16:00,PM,3,9,2020
3/9/2020 12:24,Mon,16000,?? 3?,,1,1,,,,1,,,,,,,,,,,,,1,,,,3/9/2020,12:24:00,PM,3,9,2020
3/9/2020 12:47,Mon,15600,??,2,,,1,,,,,,,,,,,,,,,,,,,,3/9/2020,12:47:00,PM,3,9,2020
3/9/2020 12:50,Mon,19000,??,,1,,,,,1,,,,,,,,2,,,,,,,,,3/9/2020,12:50:00,PM,3,9,2020
3/9/2020 13:20,Mon,18800,?? 3?,1,1,,,,,,1,,,,,,,1,,,,,,,,,3/9/2020,1:20:00,PM,3,9,2020
3/9/2020 14:05,Mon,18000,???,,1,,,,,2,,1,,,,,,,,,,,,,,,3/9/2020,2:05:00,PM,3,9,2020
3/11/2020 11:10,Wed,28600,??,2,1,,,,1,,,,,,,,,1,,,,,1,,,,3/11/2020,11:10:00,AM,3,11,2020
3/11/2020 11:24,Wed,24300,??,1,1,,,1,,,,1,,,,1,,,,,,1,,,,,3/11/2020,11:24:00,AM,3,11,2020
3/11/2020 11:51,Wed,16000,???,1,,,,,,1,,,1,,,,,,,,,,,,,,3/11/2020,11:51:00,AM,3,11,2020
3/11/2020 11:57,Wed,27100,??,2,1,,,1,,1,1,,,,,,,,,,,,,,,,3/11/2020,11:57:00,AM,3,11,2020
3/11/2020 12:05,Wed,26100,???,3,1,1,,,,,,,,,,,,1,,,,,,,,,3/11/2020,12:05:00,PM,3,11,2020
3/11/2020 13:03,Wed,16100,??,2,,,,,,,,,,,,,,,,,,,,1,,,3/11/2020,1:03:00,PM,3,11,2020
3/11/2020 13:14,Wed,22100,????,2,2,,,1,,,,,,,,,,,,,,,,,,,3/11/2020,1:14:00,PM,3,11,2020
3/11/2020 13:17,Wed,25300,???,1,1,,,3,,,,1,,,,,,,,,,,,,,,3/11/2020,1:17:00,PM,3,11,2020
3/11/2020 13:21,Wed,19000,?? 3?,,,,,,,,,1,,,,,,3,,,,,,,,,3/11/2020,1:21:00,PM,3,11,2020
3/12/2020 11:03,Thur,22800,???,1,,,,1,1,,,2,,,,,,,,,,,,,,,3/12/2020,11:03:00,AM,3,12,2020
3/12/2020 11:20,Thur,34100,???,2,1,,,,,2,,,,,,,,1,,,1,,,,,,3/12/2020,11:20:00,AM,3,12,2020
3/12/2020 11:31,Thur,18000,??,,1,,,,,1,,1,,,,,,,,,1,,,,,,3/12/2020,11:31:00,AM,3,12,2020
3/12/2020 11:42,Thur,27800,???,1,1,,1,,,,,,,,,,,,,,1,,2,,,,3/12/2020,11:42:00,AM,3,12,2020
3/12/2020 11:45,Thur,17300,???,1,1,,,1,,,,1,,,,,,,,,,,,,,,3/12/2020,11:45:00,AM,3,12,2020
3/12/2020 12:23,Thur,20800,???,1,,,,1,1,,,1,,,,,,,,,,1,,,,,3/12/2020,12:23:00,PM,3,12,2020
3/12/2020 13:34,Thur,25100,???,2,1,,,,,2,,,,,,,,,,,,,,,,,3/12/2020,1:34:00,PM,3,12,2020
3/12/2020 13:56,Thur,47000,?? 1?,7,2,1,,,,,,,,,,,,,,,1,,,,,,3/12/2020,1:56:00,PM,3,12,2020
3/12/2020 14:32,Thur,16100,???,1,,,,,,1,,,,,,,1,,,,,,,,,,3/12/2020,2:32:00,PM,3,12,2020
3/12/2020 15:17,Thur,22800,??,1,,,,,1,1,,,,,,,,,,,1,1,,,,,3/12/2020,3:17:00,PM,3,12,2020
3/13/2020 11:46,Fri,23800,???,1,,,,1,,1,,1,,,,,,,,,1,,,,,,3/13/2020,11:46:00,AM,3,13,2020
3/13/2020 12:14,Fri,21600,???,2,,,,,,2,,,,,,,,,,,,,,,,,3/13/2020,12:14:00,PM,3,13,2020
3/13/2020 12:25,Fri,14800,??,1,,,,,,,,1,,,,1,,,,,,,,,,,3/13/2020,12:25:00,PM,3,13,2020
3/13/2020 12:30,Fri,14800,?? 3?,1,1,,,,,1,,,,,,,,,,,,,,,,,3/13/2020,12:30:00,PM,3,13,2020
3/13/2020 12:35,Fri,18800,?? 1?,,1,,,,,1,,,,,,,1,,1,,,,,,,,3/13/2020,12:35:00,PM,3,13,2020
3/13/2020 12:37,Fri,25100,???,2,,,,1,,1,,,,,,,,,,,1,,,,,,3/13/2020,12:37:00,PM,3,13,2020
3/13/2020 13:43,Fri,15300,???,2,,,,,,,,,,,,,,,,,1,,,,,,3/13/2020,1:43:00,PM,3,13,2020
3/13/2020 13:48,Fri,15300,?? 3?,1,,,1,,,1,,,,,,,,,,,,,,,,,3/13/2020,1:48:00,PM,3,13,2020
3/13/2020 14:37,Fri,22800,???,1,,,,3,,,,,,,,,,,,,1,,,,,,3/13/2020,2:37:00,PM,3,13,2020
3/13/2020 15:49,Fri,15100,??,1,,,,,,,,,,,,,1,,,,,,1,,,,3/13/2020,3:49:00,PM,3,13,2020
3/13/2020 15:58,Fri,19600,???,2,,,,1,,,,,,,,,,,,,1,,,,,,3/13/2020,3:58:00,PM,3,13,2020
3/13/2020 16:25,Fri,17100,???,2,,,,,,,,,,,,,,,,,1,,,,,,3/13/2020,4:25:00,PM,3,13,2020
3/14/2020 11:03,Sat,15100,??,1,,,,,,1,,,,,,,1,,,,,,,,,,3/14/2020,11:03:00,AM,3,14,2020
3/14/2020 11:11,Sat,28300,???,1,,,,,,2,,,,,,,,2,,,,1,,,,,3/14/2020,11:11:00,AM,3,14,2020
3/14/2020 11:29,Sat,15300,?? 2?,1,,,,,,,,1,,,,,,,,,,2,,,,,3/14/2020,11:29:00,AM,3,14,2020
3/14/2020 11:45,Sat,18000,???,1,,,,,,,1,,,,,,,1,,,,1,,,,,3/14/2020,11:45:00,AM,3,14,2020
3/14/2020 12:22,Sat,19000,???,,2,,,,,1,,,1,,,,,,,,,,,,,,3/14/2020,12:22:00,PM,3,14,2020
3/14/2020 12:57,Sat,17500,??,,1,,,,,1,1,1,,,,,,,,,,,,,,,3/14/2020,12:57:00,PM,3,14,2020
3/14/2020 13:05,Sat,14500,?? 2?,,1,,,,1,,,,,,,,,,,,1,,,,,,3/14/2020,1:05:00,PM,3,14,2020
3/14/2020 13:49,Sat,15800,?? 1?,1,1,1,1,,,,,,,,,,,,,,,,,,,,3/14/2020,1:49:00,PM,3,14,2020
3/14/2020 13:52,Sat,21800,?? 2?,1,1,,,1,,1,,1,,,,,,,,,,,,,,,3/14/2020,1:52:00,PM,3,14,2020
3/14/2020 14:11,Sat,15300,?? 3?,1,,,1,,,,,,,,,,,,,,,,,1,,,3/14/2020,2:11:00,PM,3,14,2020
3/14/2020 14:36,Sat,16100,?? 3?,2,,,,,,,,,,,,,,,,,1,,,,,,3/14/2020,2:36:00,PM,3,14,2020
3/14/2020 14:47,Sat,15800,??,1,,,,,,,,,,,,,,,,,2,,,,,,3/14/2020,2:47:00,PM,3,14,2020
3/15/2020 11:13,Sun,19300,?? 1?,1,1,,,,,1,,,,,,,,,,,1,,,,,,3/15/2020,11:13:00,AM,3,15,2020
3/15/2020 11:19,Sun,14300,?? 1?,1,,,,,,,1,1,,,,,,,,,,,,,,,3/15/2020,11:19:00,AM,3,15,2020
3/15/2020 11:40,Sun,18600,?? 2?,1,,,,,,,,1,,,,,1,1,,,,,,,,,3/15/2020,11:40:00,AM,3,15,2020
3/15/2020 12:03,Sun,20500,??,,2,,,2,,1,,,,,,,,,,,,,,,,,3/15/2020,12:03:00,PM,3,15,2020
3/15/2020 12:35,Sun,15600,?? 2?,2,,,,,,,1,,,,,,,,,,,,,,,,3/15/2020,12:35:00,PM,3,15,2020
3/15/2020 13:02,Sun,15000,?? 2?,,,,,,,1,1,,,,,1,,,,,,,,,,,3/15/2020,1:02:00,PM,3,15,2020
3/15/2020 13:44,Sun,14800,??,1,1,,,,,1,,,,,,,,,,,,,,,,,3/15/2020,1:44:00,PM,3,15,2020
3/15/2020 13:45,Sun,28000,?? 1?,,,,,1,1,,,,,,,3,,1,,,,,,,,,3/15/2020,1:45:00,PM,3,15,2020
3/15/2020 14:05,Sun,15000,?? 2?,,,,,,,1,1,,,,,1,,,,,,,,,,,3/15/2020,2:05:00,PM,3,15,2020
3/15/2020 14:07,Sun,25000,???,,1,,,1,,,,2,2,,,,,,,,,,,,,,3/15/2020,2:07:00,PM,3,15,2020
3/15/2020 14:09,Sun,21800,?? 3?,1,1,,2,,,,,1,,,,,,,,,,,,,,,3/15/2020,2:09:00,PM,3,15,2020
3/15/2020 14:15,Sun,19400,?? 2?,1,,,,,,,1,,,,,,1,,,,,,,,,,3/15/2020,2:15:00,PM,3,15,2020
3/15/2020 14:18,Sun,16000,?? 2?,,1,,,1,,1,,,,,,,,,,,,1,,,,,3/15/2020,2:18:00,PM,3,15,2020
3/15/2020 14:27,Sun,16400,??,3,,,,,,,,,,,,,,,,,,,,,,,3/15/2020,2:27:00,PM,3,15,2020
3/16/2020 11:11,Mon,19300,???,1,,,,1,,1,,1,,,,,,,,,,,,,,,3/16/2020,11:11:00,AM,3,16,2020
3/16/2020 11:56,Mon,22600,??,3,1,,,1,,,,,,,,,,,,,,,,,,,3/16/2020,11:56:00,AM,3,16,2020
3/16/2020 11:59,Mon,26800,??,2,2,,,,,1,,,,,,,,,,,,,1,,,,3/16/2020,11:59:00,AM,3,16,2020
3/16/2020 12:32,Mon,15300,???,2,1,,,,,,,,,,,,,,,,,,,,,,3/16/2020,12:32:00,PM,3,16,2020
3/16/2020 12:46,Mon,26800,???,1,1,,1,2,1,,,,,,,,,,,,,,,,,,3/16/2020,12:46:00,PM,3,16,2020
3/16/2020 12:58,Mon,23100,?? 2?,2,2,,,,,1,,,,,,,,,,,,,,,,,3/16/2020,12:58:00,PM,3,16,2020
3/16/2020 13:19,Mon,15300,??,1,,,1,,,1,,,,,,,,,,,,,,,,,3/16/2020,1:19:00,PM,3,16,2020
3/16/2020 13:23,Mon,20800,???,1,1,,,3,,,,,,,,,,,,,,,,,,,3/16/2020,1:23:00,PM,3,16,2020
3/16/2020 13:29,Mon,14800,?? 2?,1,,,,,,,,1,,,,,,,,,,,1,,,,3/16/2020,1:29:00,PM,3,16,2020
3/16/2020 13:45,Mon,17000,??,,1,,,1,,1,,1,,,,,,,,,,,,,,,3/16/2020,1:45:00,PM,3,16,2020
3/16/2020 14:05,Mon,34900,?? 1?,3,2,,,,,1,,2,,,,,,,,,,,,,,,3/16/2020,2:05:00,PM,3,16,2020
3/16/2020 16:13,Mon,26800,????,1,,,,,,,,,,,,,,,,,,,4,,,,3/16/2020,4:13:00,PM,3,16,2020
3/18/2020 11:10,Wed,24000,?? 1?,,3,,,2,,1,,,,,,,,,,,,,,,,,3/18/2020,11:10:00,AM,3,18,2020
3/18/2020 11:32,Wed,20100,?? 1?,2,,,1,,,,,,,,,,,,,,1,,,,,,3/18/2020,11:32:00,AM,3,18,2020
3/18/2020 11:43,Wed,30500,????,,,,,,,,,1,2,,,1,,,,,,2,1,,,,3/18/2020,11:43:00,AM,3,18,2020
3/18/2020 12:08,Wed,14000,??,,1,1,,,,,,,,,,,,,,,1,1,,,,,3/18/2020,12:08:00,PM,3,18,2020
3/18/2020 12:10,Wed,15800,???,1,,,,,,1,,1,,,,,,,,,,,,,,,3/18/2020,12:10:00,PM,3,18,2020
3/18/2020 12:18,Wed,14500,?? 3?,,1,,,,,2,,,,,,,,,,,,,,,,,3/18/2020,12:18:00,PM,3,18,2020
3/18/2020 12:29,Wed,39100,???,2,2,,,2,,,2,,,,,,,,,,,,1,,,,3/18/2020,12:29:00,PM,3,18,2020
3/18/2020 12:40,Wed,42400,??,3,1,,,2,,,,,1,,,,,,,,1,1,,,,1,3/18/2020,12:40:00,PM,3,18,2020
3/18/2020 12:53,Wed,20600,???,2,,,,,,,,,,,,,,,,,2,,,,,,3/18/2020,12:53:00,PM,3,18,2020
3/18/2020 13:06,Wed,17500,???,1,1,,,1,,,,1,,,,,,,,,,,,,,,3/18/2020,1:06:00,PM,3,18,2020
3/18/2020 13:42,Wed,25700,?? 3?,4,,,,,,,,,,,,,,1,,,,,,,,,3/18/2020,1:42:00,PM,3,18,2020
3/18/2020 14:06,Wed,27900,?? 2?,3,,,,,,,,2,,,,,,,,,1,,,,,,3/18/2020,2:06:00,PM,3,18,2020
3/18/2020 14:30,Wed,15400,?? 3?,2,,,,,,,,,,,,,1,,,,,,,,,,3/18/2020,2:30:00,PM,3,18,2020
3/18/2020 14:31,Wed,16100,??,2,,,,,,,,,,,,1,,,,,,,,,,,3/18/2020,2:31:00,PM,3,18,2020
3/19/2020 11:06,Thur,16300,???,1,,,1,,,1,,,,,,,,,,,,,,,,,3/19/2020,11:06:00,AM,3,19,2020
3/19/2020 11:07,Thur,14000,???,,3,1,,,,,,,,,,,,,,,,,,,,,3/19/2020,11:07:00,AM,3,19,2020
3/19/2020 11:16,Thur,28200,??,2,,,,,,,,,,,,,2,,,,2,,,,,,3/19/2020,11:16:00,AM,3,19,2020
3/19/2020 12:25,Thur,23100,???,1,1,,,,,,,1,,,,,1,,,,1,,,,,,3/19/2020,12:25:00,PM,3,19,2020
3/19/2020 12:28,Thur,16400,?? 3?,3,,,,,,,,,,,,,,,,,,,,,,,3/19/2020,12:28:00,PM,3,19,2020
3/19/2020 12:30,Thur,22800,??,1,2,,,,,,,,2,,,,,,,,,,,,,,3/19/2020,12:30:00,PM,3,19,2020
3/19/2020 14:38,Thur,17600,??,1,,,,2,,,,,,,,,1,,,,,,,,,,3/19/2020,2:38:00,PM,3,19,2020
3/19/2020 14:47,Thur,15100,???,1,,,,,,,,,,,,,1,,,,1,,,,,,3/19/2020,2:47:00,PM,3,19,2020
3/19/2020 15:11,Thur,20000,??,,,,,,2,2,,,,,,,,,,,,,,,,,3/19/2020,3:11:00,PM,3,19,2020
3/20/2020 11:29,Fri,25800,??,1,,,2,,,,1,2,,,,,,,,,,,,,,,3/20/2020,11:29:00,AM,3,20,2020
3/20/2020 12:17,Fri,28800,?? 3?,1,1,,,3,,,,1,,,,,,,,,,,1,,,,3/20/2020,12:17:00,PM,3,20,2020
3/20/2020 12:33,Fri,16100,?? 1?,2,,,,,,,,,,,,,,,,,1,,,,,,3/20/2020,12:33:00,PM,3,20,2020
3/20/2020 12:34,Fri,17000,???,,1,,,1,,,,1,,,,,,,,,1,,,,,,3/20/2020,12:34:00,PM,3,20,2020
3/20/2020 13:48,Fri,19300,???,1,,,2,1,,,,,,,,,,,,,,,,,,,3/20/2020,1:48:00,PM,3,20,2020
3/20/2020 14:19,Fri,14800,?? 3?,1,1,,,,,,,,,,,,,,,,1,,,,,,3/20/2020,2:19:00,PM,3,20,2020
3/20/2020 15:40,Fri,14000,?? 2?,1,1,,,,,,,,,,,,,,,,1,,,,,,3/20/2020,3:40:00,PM,3,20,2020
3/21/2020 11:04,Sat,27800,??,1,,,1,,,1,,1,,,,,,,,,1,,,1,,,3/21/2020,11:04:00,AM,3,21,2020
3/21/2020 11:04,Sat,16100,???,2,1,,,,,,,,,,,,,,,,,,,,,,3/21/2020,11:04:00,AM,3,21,2020
3/21/2020 11:28,Sat,31600,??,2,1,1,2,1,,,,1,,,,,,,,,,,,,,,3/21/2020,11:28:00,AM,3,21,2020
3/21/2020 11:33,Sat,20000,??,,1,,,,,,1,1,,,,,,,,,1,1,,,,,3/21/2020,11:33:00,AM,3,21,2020
3/21/2020 11:44,Sat,27600,?? 1?,2,,,,2,,1,,,,,,,,,,,1,,,,,,3/21/2020,11:44:00,AM,3,21,2020
3/21/2020 12:02,Sat,37700,???,5,1,,,,,,2,,,,,,,,,,,,,,,,3/21/2020,12:02:00,PM,3,21,2020
3/21/2020 12:07,Sat,14300,?? 3?,1,1,1,,,,,,,,,,,,,,,,1,,,,,3/21/2020,12:07:00,PM,3,21,2020
3/21/2020 12:11,Sat,20900,??,2,,,,,,1,,,,,,,1,,,,,,,,,,3/21/2020,12:11:00,PM,3,21,2020
3/21/2020 12:34,Sat,14800,??,1,,,,1,,,,,,,,,,1,,,,,,,,,3/21/2020,12:34:00,PM,3,21,2020
3/21/2020 12:51,Sat,18300,??,1,1,,,,1,,,1,,,,,,,,,,,,,,,3/21/2020,12:51:00,PM,3,21,2020
3/21/2020 13:32,Sat,19300,??,1,,,,1,,1,,,,,,,,,,,1,,,,,,3/21/2020,1:32:00,PM,3,21,2020
3/21/2020 13:38,Sat,17500,???,,2,,1,1,,,,,,,,,,,,,,,,,,,3/21/2020,1:38:00,PM,3,21,2020
3/21/2020 13:41,Sat,17800,??,2,1,,,,,,,1,,,,,,,,,,,,,,,3/21/2020,1:41:00,PM,3,21,2020
3/21/2020 14:17,Sat,33100,?? 3?,2,2,,1,3,,,,,,,,,,,,,,,,,,,3/21/2020,2:17:00,PM,3,21,2020
3/21/2020 14:28,Sat,15800,??,1,,,,,,1,,,,,,,,1,,,,,,,,,3/21/2020,2:28:00,PM,3,21,2020
3/21/2020 15:02,Sat,16400,??,3,,,,,,,,,,,,,,,,,,,,,,,3/21/2020,3:02:00,PM,3,21,2020
3/21/2020 15:14,Sat,19600,??,1,,,,,,1,,,,,,,1,,,,1,,,,,,3/21/2020,3:14:00,PM,3,21,2020
3/22/2020 11:02,Sun,18500,?? 1?,,,,,,,,,2,1,,,,,,,,,2,,,,,3/22/2020,11:02:00,AM,3,22,2020
3/22/2020 11:22,Sun,14800,?? 2?,1,,,2,,,,,,,,,,,,,,,,,,,,3/22/2020,11:22:00,AM,3,22,2020
3/22/2020 11:34,Sun,15100,??,2,1,,,,,,,,,,,,,,,,,,,,,,3/22/2020,11:34:00,AM,3,22,2020
3/22/2020 11:43,Sun,32900,??,3,1,,1,,,1,,,,,,,,,,,,,1,,,,3/22/2020,11:43:00,AM,3,22,2020
3/22/2020 12:19,Sun,16600,???,2,,,1,,,,,,,,,,,,,,,,,,,,3/22/2020,12:19:00,PM,3,22,2020
3/22/2020 12:38,Sun,31500,???,5,,,,,,1,,,,,,,,,,,,,,,,,3/22/2020,12:38:00,PM,3,22,2020
3/22/2020 12:43,Sun,15100,?? 3?,2,,,,,,,,1,,,,,,,,,,,,,,,3/22/2020,12:43:00,PM,3,22,2020
3/22/2020 13:19,Sun,21800,??,1,1,,2,,,,,,,,,,,,,,,,,,,,3/22/2020,1:19:00,PM,3,22,2020
3/22/2020 13:21,Sun,20900,???,3,1,,,,,,,,,,,,,,,,,,,,,,3/22/2020,1:21:00,PM,3,22,2020
3/22/2020 13:52,Sun,15600,?? 3?,2,,,1,,,,,,,,,,,,,,,,,,,,3/22/2020,1:52:00,PM,3,22,2020
3/22/2020 14:31,Sun,19500,????,,,,1,2,,1,,,,,,,,,,,,,,,,,3/22/2020,2:31:00,PM,3,22,2020
3/22/2020 14:51,Sun,16100,??,2,,,,,,,,,,,,,,,,,,,1,,,,3/22/2020,2:51:00,PM,3,22,2020
3/22/2020 15:21,Sun,19300,?? 1?,1,,,2,,,,,,1,,,,,,,,,,,,,,3/22/2020,3:21:00,PM,3,22,2020
3/23/2020 11:06,Mon,14500,?? 1?,,1,,,,,1,,,,,,,,,,,1,,,,,,3/23/2020,11:06:00,AM,3,23,2020
3/23/2020 11:53,Mon,14500,?? 2?,,1,,,,,2,,,,,,,,,,,,,,,,,3/23/2020,11:53:00,AM,3,23,2020
3/23/2020 12:04,Mon,15500,??,,,,,,,1,,,,,,,,2,,,,,,,,,3/23/2020,12:04:00,PM,3,23,2020
3/23/2020 12:37,Mon,34100,???,2,,,1,,,,,,,,,,,1,,,,,,1,,1,3/23/2020,12:37:00,PM,3,23,2020
3/23/2020 12:44,Mon,15000,???,,,,,,,1,1,1,,,,,,,,,,,,,,,3/23/2020,12:44:00,PM,3,23,2020
3/23/2020 13:12,Mon,18600,???,2,1,,,1,,,,,,,,,,,,,,,,,,,3/23/2020,1:12:00,PM,3,23,2020
3/23/2020 13:57,Mon,17800,??,2,1,,,1,,,,,,,,,,,,,,,,,,,3/23/2020,1:57:00,PM,3,23,2020
3/23/2020 13:58,Mon,24200,??,3,,,,,,,1,,,,,,1,,,,,,,,,,3/23/2020,1:58:00,PM,3,23,2020
3/23/2020 14:32,Mon,40700,??,4,,,,,,2,,3,,,,,,,,,,,,,,,3/23/2020,2:32:00,PM,3,23,2020
3/23/2020 14:49,Mon,18300,?? 3?,1,2,,,,1,,,,,,,,,,,,,,,,,,3/23/2020,2:49:00,PM,3,23,2020
3/25/2020 11:05,Wed,19300,???,1,,,,,,1,,2,,,,,,,,,,,,,,,3/25/2020,11:05:00,AM,3,25,2020
3/25/2020 11:13,Wed,15800,?? 3?,1,,,,,,,,,,,,,,1,,,1,,,,,,3/25/2020,11:13:00,AM,3,25,2020
3/25/2020 12:42,Wed,18800,?? 2?,1,1,,,,,1,1,,,,,,,,,,,,,,,,3/25/2020,12:42:00,PM,3,25,2020
3/25/2020 14:08,Wed,18000,???,,,,,2,,,,1,,,,,,,,,,,,1,,,3/25/2020,2:08:00,PM,3,25,2020
3/25/2020 14:12,Wed,22300,???,1,,,,1,,1,1,1,,,,,,,,,,,,,,,3/25/2020,2:12:00,PM,3,25,2020
3/25/2020 14:17,Wed,21300,???,1,,,,,2,1,,,,,,,,,,,,,,,,,3/25/2020,2:17:00,PM,3,25,2020
3/25/2020 14:38,Wed,14000,?? 3?,,1,,1,,,,,,,,,,,,,,1,,,,,,3/25/2020,2:38:00,PM,3,25,2020
3/25/2020 14:57,Wed,14500,?? 2?,,1,,,,,1,,,,,,,,,,,1,,,,,,3/25/2020,2:57:00,PM,3,25,2020
3/25/2020 15:54,Wed,16400,?? 3?,3,,,,,,,,,,,,,,,,,,,,,,,3/25/2020,3:54:00,PM,3,25,2020
3/25/2020 15:59,Wed,35600,?? 2?,7,,,,,,,,,,,,,,,,,,,,,,,3/25/2020,3:59:00,PM,3,25,2020
3/25/2020 16:17,Wed,20300,?? 1?,1,,,1,,,,,,,,,,,,1,,1,,,,,,3/25/2020,4:17:00,PM,3,25,2020
3/26/2020 11:04,Thur,15300,???,,,,,,,1,1,,,,,,1,,,,,,,,,,3/26/2020,11:04:00,AM,3,26,2020
3/26/2020 11:04,Thur,16600,??,2,1,1,,,,,,,,,,,,,,,,,,,,,3/26/2020,11:04:00,AM,3,26,2020
3/26/2020 11:32,Thur,43200,???,4,2,,,1,,,2,,,,,,,,,,,1,,,,,3/26/2020,11:32:00,AM,3,26,2020
3/26/2020 13:06,Thur,18300,??,1,1,,,,1,,,1,,,,,,,,,,,,,,,3/26/2020,1:06:00,PM,3,26,2020
3/26/2020 14:35,Thur,24700,??,4,,,,,,,,1,,,,,,,,,,,,,,,3/26/2020,2:35:00,PM,3,26,2020
3/26/2020 14:44,Thur,31100,?? 3?,1,,,,1,,1,,1,,,,,1,1,,,,,,,,,3/26/2020,2:44:00,PM,3,26,2020
3/26/2020 15:07,Thur,15800,?? 3?,1,,,,,,1,,,,,,,,,,,1,,,,,,3/26/2020,3:07:00,PM,3,26,2020
3/26/2020 15:10,Thur,26900,??,3,,,,,,,,3,,,,,,,,,,,,,,,3/26/2020,3:10:00,PM,3,26,2020
3/26/2020 15:22,Thur,14800,???,1,,,,1,,1,,,,,,,,,,,,,,,,,3/26/2020,3:22:00,PM,3,26,2020
3/27/2020 11:42,Fri,17000,???,,2,,,,,1,,1,,,,,,,,,,,,,,,3/27/2020,11:42:00,AM,3,27,2020
3/27/2020 11:51,Fri,14800,?? 3?,1,,,1,,,,1,,,,,,,,,,,,,,,,3/27/2020,11:51:00,AM,3,27,2020
3/27/2020 13:00,Fri,19500,???,,1,,,1,,1,,,,,,,,,1,,,,,,,,3/27/2020,1:00:00,PM,3,27,2020
3/27/2020 13:10,Fri,18500,?? 3?,,,,,,1,1,1,1,,,,,,,,,,,,,,,3/27/2020,1:10:00,PM,3,27,2020
3/27/2020 13:36,Fri,24800,?? 2?,2,1,1,,,,,1,,,,,,,,,,,2,,,,,3/27/2020,1:36:00,PM,3,27,2020
3/27/2020 14:19,Fri,15300,??,1,1,1,,1,,,,,,,,,,,,,,,,,,,3/27/2020,2:19:00,PM,3,27,2020
3/27/2020 15:11,Fri,15100,??,2,,,,,,,,1,,,,,,,,,,,,,,,3/27/2020,3:11:00,PM,3,27,2020
3/27/2020 15:36,Fri,28800,????,1,,,1,1,,1,,1,,,,,,,,,,,1,,,,3/27/2020,3:36:00,PM,3,27,2020
3/27/2020 15:38,Fri,16100,??,2,,,,,,,,,,,,1,,,,,,,,,,,3/27/2020,3:38:00,PM,3,27,2020
3/27/2020 15:48,Fri,14000,??,,,,1,1,,1,,,,,,,,,,,,,,,,,3/27/2020,3:48:00,PM,3,27,2020
3/27/2020 16:23,Fri,14800,?? 2?,1,,,,,,,2,,,,,,,,,,,,,,,,3/27/2020,4:23:00,PM,3,27,2020
3/28/2020 11:09,Sat,26300,?? 2?,1,2,,,2,,1,,,,,,,,,,1,,,,,,,3/28/2020,11:09:00,AM,3,28,2020
3/28/2020 11:14,Sat,19300,??,1,,,,1,,,,,1,,,,,1,,,,,,,,,3/28/2020,11:14:00,AM,3,28,2020
3/28/2020 11:38,Sat,14800,?? 3?,1,,,,1,,1,,,,,,,,,,,,,,,,,3/28/2020,11:38:00,AM,3,28,2020
3/28/2020 11:55,Sat,40300,???,1,2,2,1,,1,1,,1,,,,1,,,,,,1,,,,,3/28/2020,11:55:00,AM,3,28,2020
3/28/2020 12:17,Sat,15500,?? 2?,,,1,,1,,1,1,,,,,,,,,,,,,,,,3/28/2020,12:17:00,PM,3,28,2020
3/28/2020 13:05,Sat,22600,?? 3?,3,,,,,,1,,,,,,,,,,,,1,,,,,3/28/2020,1:05:00,PM,3,28,2020
3/28/2020 13:36,Sat,18000,?? 2?,,,,,,,,,2,,,,,,1,,,1,,,,,,3/28/2020,1:36:00,PM,3,28,2020
